annotation_id,date,platform,content
129,2021-02-20 07:00:00,twitter,Kenali beragam upaya yang baik dilakukan sabagai cara mengontrol gula darah tetap stabil atau mencegah lonjakan gula darah penyakit kronis diabetes.
130,2019-11-01 07:00:00,twitter,"Kelompok pelajar di Kota Baubau, Sulawesi Tenggara, menemukan manfaat daun kelor sebagai obat untuk menurunkan penyakit diabetes melitus pada konsentrasi glukosa dalam darah,"
131,2025-08-06 07:00:00,twitter,"Tahukah kamu kalau diabetes tipe 1 itu bukan sekadar penyakit gula ? Faktanya, diabetes tipe 1 adalah penyakit autoimun. Artinya, sistem imun kita justru menyerang sel-sel tubuh sendiri tepatnya sel di pankreas yang bertugas melepaskan insulin."
132,2026-06-09 07:00:00,twitter,Sumpah takut diabetes.
133,2016-11-25 07:00:00,twitter,"Susu DIABETASOL,Produk ini sangat bermanfaat untuk kesehatan kisa semua menghindari penyakit diabetes KLBPartnerForGrowth"
134,2024-05-19 07:00:00,twitter,"spe2 yg rse berisiko utk diabetes/penyakit tiga serangkai dn lain2 sprti buasir mampu utk perlindungan takaful, bleh pm sye laju2"
135,2021-11-17 07:00:00,twitter,"Karena faktor risiko diabetes adalah riwayat keturunan dan gaya hidup, penyakit ini bisa diderita semua orang di segala usia. Karena itu, yuk, mulai lebih perhatikan gaya hidup kita dan lakukan yang kita bisa untuk mencegah diabetes. SehatAwalKemenangan TipsCegahDiabetes"
136,2022-03-10 07:00:00,twitter,"Contoh kasus Kasman kece sekarang kena penyakit diabetes melitus berpotensi kena strok dan darah tinggi jadi pesakitan karena lacut merendahkan menghina Islam sedemikian rupa, saksi bukti ratusan judul video YouTube isinya merendahkan Islam"
137,2020-04-28 07:00:00,twitter,"Syahrul meninggal dunia bukan semata-mata disebabkan COVID19, melainkan terdapat penyakit penyerta lainnya, yakni pembengkakan ginjal, hipertensi, dan diabetes."
138,2024-11-28 07:00:00,twitter,"Banyak yang gak sadar jika di Indonesia ada potensi besar masyrakatnya terkena diabetes, jantung, dan hipertensi. Lakukan skiring kesehatan untuk deteksi potensi penyakit berbahaya diatas sejak dini."
139,2021-04-09 07:00:00,twitter,"Sometimes kita akan start exercise bila sakit and after doc suruh jaga kesihatan but its never too late untuk start Our clients ada yg hidap various penyakit eg diabetes, lupus but that didnt stop them from performing HELP LINE 0127909914"
140,2021-07-24 07:00:00,twitter,Memahami mengapa diabetes bisa menyebabkan penyakit jantung penting dilakukan sebagai langkah pertama untuk menuju pencegahan.
141,2022-04-21 07:00:00,twitter,"Kebiasaan tsb kalau kamu pertahankan bisa bikin rusak tubuhmu. Risiko2 penyakit jantung dan pembuluh darah bisa meningkat, bahkan termasuk diabetes juga krn kortisol mampu mengaktifkan glukoneogenesis dg memecah protein di dalam liver sehingga menambah jumlah glukosa dalam darah"
142,2018-12-20 07:00:00,twitter,Diabetes (diabetes melitus) adalah penyakit jangka panjang atau kronis yang ditandai dengan kadar gula darah (glukosa) yang jauh di atas normal untuk konsultasi dan info pemesanan : telp/sms : 082134529167 wa : 085801163429 obatdiabetes diabetes obatguladarah obatkolesterol
143,2019-12-08 07:00:00,twitter,Penyakit yang susah disembuhkan : 1. Hiv/aids 2. Diabetes melitus 3. Asma 4. Selingkuh
144,2020-06-13 07:00:00,twitter,dia itu manis saking manis nya jadi penyakit diabetes
145,2024-12-20 07:00:00,twitter,"Menurunkan gula darah Salah satu manfaat daun awar-awar yang paling terkenal adalah kemampuannya untuk menurunkan gula darah. Hal ini sangat bermanfaat bagi penderita diabetes, baik tipe 1 maupun tipe 2. Daun awar-awar mengandung senyawa aktif yang dapat membantu pankreas memproduksi lebih banyak insulin, sehingga kadar gula darah dapat turun. Selain itu, daun awar-awar juga dapat membantu memperlambat penyerapan glukosa di usus. Hal ini dapat membantu mencegah lonjakan gula darah setelah makan. Beberapa penelitian telah menunjukkan bahwa konsumsi ekstrak daun awar-awar dapat menurunkan kadar gula darah secara signifikan pada penderita diabetes. Manfaat daun awar-awar dalam menurunkan gula darah sangat penting, karena kadar gula darah yang tinggi dapat menyebabkan berbagai komplikasi kesehatan, seperti penyakit jantung, stroke, dan kerusakan ginjal. Dengan mengonsumsi daun awar-awar secara teratur, penderita diabetes dapat membantu mengontrol kadar gula darah mereka dan mengurangi risiko komplikasi."
146,2025-06-29 07:00:00,twitter,yuk guys selagi kita masih mudaa mendingan jauhin yg manis manis nanti dimasa tua repot beneran kena penyakit diabetes aku juga dah mulai jauhin manis manis karna ortu punya riwayat diabetes
147,2025-04-05 07:00:00,twitter,"Manfaat Apel Merah Bagi Kesehatan Yang Jarang Orang Tahu Manfaat apel merah bagi kesehatan jika dikonsumsi secara rutin dapat mencegah timbulnya penyakit kronis seperti kanker dan diabetes. Selain dua penyakit tersebut, mengkonsumsi apel merah juga dapat membantu menurunkan berat badan karena apel merah kaya akan kandungan air dan serat sehingga orang yang mengkonsumsinya akan merasa kenyang lebih lama. Manfaat apel merah juga bisa dirasakan oleh penderita asma. Apel merah dipercaya dapat membantu mengatasi gejala asma. Seperti yang kita ketahui, apel merah adalah jenis apel dengan kandungan antioksidan yang paling tinggi. Kulitnya yang merah dan juga gelap mengandung lebih banyak antioksidan atau zat yang melindungi sel dari kerusakan. Penasaran mau tahu apa saja manfaat apel merah bagi kesehatan? Simak terus penjelasannya disini ya."
148,2017-01-09 07:00:00,twitter,"Generali Friends dgn melakukan Medical Check-Up, kamu bisa mengetahui penyakit dgn gejala yang tidak tampak seperti diabetes, yuk check-up"
149,2020-08-29 07:00:00,twitter,"Iya, mba. selalu deg-degan karena aku tinggal serumah dengan ibuku yang punya penyakit bawaan diabetes. Belakangan, setiap berdoa meminta diberi kesehatan yang prima dan dijauhkan dari penyakit apapun. Udah itu aja. . Semoga sehat selalu, mba Tessa."
150,2018-06-24 07:00:00,twitter,Diabetes adalah suatu penyakit yang ditandai dengan kadar gula darah yang tinggi. Produk HWI yang dapat digunakan antara lain
151,2026-04-14 07:00:00,twitter,"Tadi papa ku ngabarin begini, beliau kerja di rs dibagian rawat inap. Bulan ini udah ada beberapa pasien diabetes yang umurnya under 30. Masih pada muda udah bulak balik rs buat hemodialisa Buat kalian yang masih sering banget jajan minuman manis, stop ya. Please banget. Penyakit diabetes ga mandang usia, ga mandang berat badan, yang bb normal atau kurus tapi ga kontrol gula, tetep bisa kena diabet"
152,2024-10-26 07:00:00,twitter,"4. Mencegah diabetes Gula darah yang tinggi dan tidak terkontrol lama-kelamaan bisa menimbulkan diabetes. Kondisi ini biasanya diawali dengan resistensi insulin, yakni kondisi ketika tubuh tidak dapat menyerap dan mengolah gula darah menjadi energi. Daun mengkudu memiliki efek antioksidan yang tinggi sehingga dapat membantu tubuh menggunakan insulin dengan baik. Berkat efeknya ini, daun mengkudu dapat membantu tubuh menyerap glukosa dan mengubahnya menjadi energi serta mencegah penyakit diabetes tipe 2. Agar terhindar dari penyakit ini, Anda juga perlu membatasi konsumsi gula dan menerapkan gaya hidup sehat."
153,2022-10-03 07:00:00,twitter,"Makanan dan minuman manis memang terasa enak ya, Lur. Eits. tapi supaya terhindar dari efek negatif termasuk penyakit diabetes, yuk. tetap awasi batasan konsumsi gula harian. Ingat, manis yang berlebihan itu nggak baik, Lur kecuali manis senyummu. Hehehe"
154,2025-01-20 07:00:00,twitter,Para orang tua sepertinya wajib dengerin ini deh. Ahli spesialis penyakit dalam yakni dr. Indra Wijaya akan memaparkan terkait mitos atau fakta seputar penyakit diabetes yang bisa diwariskan ke anaknya.
155,2018-08-09 07:00:00,twitter,"Diabetes yang juga kerap disebut penyakit yang tidak ada obatnya, dapat dicegah sedini mungkin dengan mengkonsumsi kopi luwak 2 sampai 4 gelas sehari. Namun hindari dengan penambahan gula di dalamnya. KIDOTAcoffee kitabisa"
156,2021-06-15 07:00:00,twitter,"Dimasa pandemi selain imunitas, penyakit bawaan seperti diabetes, jantung dan paru2 harus ada perhatian lebih. Kopi herbal cordycep multifungsi selain untuk GRENGS, manfaat lainnya sbg NUTRISI PARU2 DAN JANTUNG. JUGA U/ PRODUKSI HORMON TESTOTERON Thanks Mas Rizal RO 3 Box"
157,2026-06-08 07:00:00,twitter,"Semanis teh sisri gula batu, bikin diabetes"
158,2017-11-05 07:00:00,twitter,"KPTKonvo Menghidap penyakit diabetes sehingga kakinya terpaksa dipotong tidak pernah melemahkan pelajar PhD, Dr."
159,2024-06-12 07:00:00,twitter,"Kenapa Penyakit Diabetes bisa menjalar ke kaki ? 30% penderita Diabetiker Melittus 2, mempunyai luka kaki diabetes. Cara mengenali gejala nya : hilangnya rasa sakit/ato tidak merasakan perbedaan temperatur. Pati ras ato sangat sakit. Tingginya sensibiltas"
160,2021-08-12 07:00:00,twitter,"Halo generasi sehat Gimana, seru kan belajar tentang penyakit diabetes. Semoga kedepannya kita lebih waspada terhadap penyakit diabetes yaa Nah, biar makin asik lagi nih, kita tutup Chapter 2 ini dengan games yuk !"
161,2024-03-17 07:00:00,twitter,"Puasa bukan hanya merupakan praktik keagamaan, tetapi juga memiliki manfaat kesehatan yang signifikan bagi tubuh dapat membantu mencegah dan mengurangi risiko penyakit seperti obesitas, diabetes, dan penyakit jantung."
162,2018-12-05 07:00:00,twitter,"Hipertensi, Diabetes, Kanker dan Gangguan Jiwa terus bertambah. Yg rasanya itu penyakit-penyakit manusia kelas menengah atas berarti Indonesia. Apakah seperti itu?"
163,2021-11-30 07:00:00,twitter,Diabetes dalam 30 hari Tekanan darah dalam 30 hari Masalah perut dalam 10 hari Semua jenis Kanker dalam 9 bulan Penyumbatan pembuluh darah dalam 6 bulan Nafsu makan yang buruk dalam 10 hari Uterus dan penyakit terkait dalam 10 hari
164,2023-03-08 07:00:00,twitter,"Pada kasus anemia peradangan dan penyakit kronis, misalnya penyakit menular (HIV/AIDS, tuberkulosis, endokarditis), penyakit radang (rheumatoid arthritis, Chron s disease, diabetes mellitus), penyakit ginjal dan kanker."
165,2024-07-04 07:00:00,twitter,Sebuah studi baru menunjukkan bahwa paparan cahaya buatan setelah tengah malam dapat meningkatkan risiko terkena penyakit diabetes tipe 2.
166,2024-02-04 07:00:00,twitter,"LATIHAN BEBAN masih kerap dianggap kegiatan berbahaya untuk LANSIA. Sesungguhnya yang berbahaya adalah PELEMAHAN OTOT. Lansia dengan otot lemah berisiko bermasalah pada tulang, sendi hingga penyakit metabolik seperti diabetes. The more muscle you have The less doctor you need"
167,2021-11-17 07:00:00,twitter,"Mantab nih,kudu pada ngurangun gula yuk,karena diabetes ini bisa menjadi penyebab penyakit degeneratif lainnya loh BPJSKesehatan BPJSMelayani JKNHadirUntukRakyat GotongRoyongSemuaTertolong"
168,2026-03-09 07:00:00,twitter,"biasanya sih ada penyakit nih, diabetes, rada susah ngaceng, testosteron udah turun jadi gak terlalu agresif cari wanita kata gue mah lanjutin aja, wanita bukan segalanya, toh hidup lu juga udah enak, kebanyakan wanita juga udah mirip lonte jadi ya gak worth it dinikahi"
169,2020-02-07 07:00:00,twitter,"lg dengerin khutbah sambil ngantuk, tiba2 khotib bilang; : Dzikir bsa mencegah kita trhadap virus Corona Me: ohh, mksudnya mnta pertolongan ke Allah biar trhindar. : Dzikir jga bisa mencegah kita trkena penyakit sperti kolesterol, darah tinggi, dan diabetes Lgsg melek"
170,2023-07-02 07:00:00,twitter,"Selain itu, berjalan kaki selama 30 menit atau bersepeda 20 menit dapat mengurangi resiko kematian paling sedikit 10%, 30% diabetes tipe 2, dan 10% penyakit kardiovaskular. Selain itu, penyakit kanker yang berisiko kematian ditemukan 30% lebih rendah pada pengguna sepeda."
171,2018-03-11 07:00:00,twitter,"Ada 4 pilar utama penanganan pasien diabetes tipe 2: terapi gizi aktivitas fisik terapi obat suntikan insulin Kalau kamu masih muda dan sehat, ayo mulai perhatikan masa depanmu. Dulu, diabetes itu penyakit lansia. Tapi sekarang, usia produktif bisa banget terpapar."
172,2022-11-19 07:00:00,twitter,"Happy weekend Ladies! Tahukah Ladies? Wanita perlu memberikan perhatian lebih dalam melakukan upaya pencegahan penyakit diabetes lho! Wah, kenapa ya? Diabetes PenyakitDiabetes ProdiaWomen LoveYourself CintaiDirimu LetsCheckUp"
173,2020-10-18 07:00:00,twitter,Aku mo speak up tentang masalah pasien covid ini true story baru terjadi 2 minggu ini Ibu saya terkena penyakit gula &amp; asam lambung pada waktu itu udah sakit drop banget sekitar 3-5 hari di bawa ke klinik terdekat sampai 3 x memang benar diabetes nya naik terus dan setelah itu
174,2020-10-20 07:00:00,twitter,"Selamat pagi SobatSehat! ""Tak ada penyakit yang tak bisa disembuhkan kecuali kemalasan. Tak ada obat yang tak berguna selain kurangnya pengetahuan -Ibnu Sina CMI CMIHospital KlinikUtamaCMI Sehat waras 20oktober jogjamemanggil Dynamite500M kanker jantung diabetes"
175,2021-09-30 07:00:00,twitter,"Singapura laporkan 8 kasus kematian akibat Covid-19 pada Rabu kemarin, kebanyakan korban adalah para lansia yang memiliki penyakit bawaan seperti jantung, diabetes melitus dan gagal ginjal.saat ini Singapura juga di hadapkan dengan penuhnya ruang perawatan pasien positif Covid-19"
176,2024-08-31 07:00:00,twitter,"Manfaat gandum utuh bagi lansia adalah menurunkan risiko penyakit jantung, stroke, diabetes tipe 2, hingga kanker."
177,2022-05-04 07:00:00,twitter,Mari kenali penyakit diabetes / kencing manis.
178,2020-03-07 07:00:00,twitter,"Apakah sahabat salah satu penggemar buah Apel? Jika iya, sahabat sudah berusaha melawan diabetes Buah Apel sangat baik dikonsumsi bagi seseorang yang memiliki risiko penyakit diabetes atau kadar gula"
179,2023-11-25 07:00:00,twitter,"Semoga punya penyakit diabetes,biar dipretelin atu anggota tubuhnya.Aamin"
180,2017-05-03 07:00:00,twitter,"Sarapan akan bantu tubuhmu mengontrol gula darah yg ada. Hati-hati ya ladies, Diabetes berpotensi timbulkan penyakit berbahaya lainnya lho!"
181,2022-09-25 07:00:00,twitter,Diabetes penyakit diam2 mematikan
182,2021-01-26 07:00:00,twitter,Kenali beragam perbedaan antara penyakit diabetes tipe 1 dan diabetes tipe 2 untuk mendukung pengobatan dan kesembuhan.
183,2018-07-14 07:00:00,twitter,"Ada beberapa cara yang dapat mendeteksi penyakit diabetes secara dini, Melalui kadar gula darah puasa (Fasting plasma glucose). Apabila kadar gula puasa terbukti lebih dari 100 mg/dL, maka kamu harus waspada terhadap risiko penyakit diabetes."
184,2016-11-13 07:00:00,twitter,"Olahraga dan aktivitas fisik yg teratur dapat menurunkan risiko penyakit jantung, stroke, tekanan darah tinggi serta diabetes !"
185,2019-11-22 07:00:00,twitter,Apakah kamu tahu apa itu penyakit diabetes? Tahukah kamu dampak apa saja yan bisa terjadi di tubuh seseorang yang mengalami diabetes? serbaserbi
186,2020-03-11 07:00:00,twitter,"WNA positif virus corona di Indonesia yang meninggal memiliki penyakit diabetes, hipertensi, dan paru obstruksi menahun. kumparanNews"
187,2025-06-25 07:00:00,twitter,"JANGAN DI BLAME SEMUA KEK GITU YA ANJ, SELINGKUH ITU PERSONAL BUKAN PENYAKIT DIABETES GAADA ANAK YANG BISA MEMILIH BUAT GA LAHIR DARI PASANGAN ORTU YANG KEK GITU"
188,2023-08-08 07:00:00,twitter,"Stres Bisa Memicu Penyakit Diabetes, Benarkah? via"
189,2022-03-05 07:00:00,twitter,"Teruntuk kalian, Jangan terlalu banyak makan makanan yang manis. Karna penyakit diabetes gak bisa sembuh dan mematikan"
190,2024-01-17 07:00:00,twitter,"Apakah diabetes selalu perlu insulin? tanya seorang warganet kepada saya. Ya mengenai insulin untuk diabetes melitus. Jadi pasien diabetes itu ada yang tipe 1 dan tipe 2. Kalau tipe 1, tidak mampu memproduksi insulin. Jadi diperlukan insulin dari luar. Wajib. Sedangkan untuk tipe 2 kondisinya bermacam-macam. Ada yang perlu: Diet saja Diet dan olahraga Diet, olahraga, dan pil Diet, olaharaga, dan insulin Diet, olahraga, pil, dan insulin Pil sendiri diperuntukkan kepada beta pankreas untuk memproduksi insulin lebih banyak. Mengapa perlu insulin untuk diabetes tipe 2? Ketika kondisi pasien: Mau operasi. Karena saat dibius pasien maupun sebelum bangun pasien tidak bisa minum pil, maka diperlukan insulin. Kemudian kondisi ketika produksi insulin tidak mencukupi walaupun sudah minum pil. HbA1c lebih dari 10. HbA1c merupakan pemeriksaan yang mencerminkan kondisi gula darah dalam 2-3 bulan terakhir. Demikian pula ketika orang yang kurus banget atau orang dengan infeksi berat seperti TBC atau panas tinggi. Nah kondisi-kondisi pasien diabetes di atas seringkali membutuhkan tambahan insulin. Untuk konsultasi pribadi, Anda bisa ke dokter spesialis penyakit dalam konsultan metabolik-endokrin ya. Terima kasih."
191,2026-06-07 07:00:00,twitter,"Diabetes dikiro masak, balancing rasa legi karo asin. Dimasak penyakit kon"
192,2024-09-06 07:00:00,twitter,"8. Penyakit Diabetes Kandungan nikotin dalam rokok dapat menyebabkan kadar gula darah meningkat secara drastis. Tak hanya itu, nikotin juga bisa memengaruhi proses kimia dalam sel, sehingga sel rentan mengalami resistensi insulin (tidak dapat merespon terhadap insulin). Jika terjadi resistensi insulin, maka kadar gula dalam darah tidak dapat dikendalikan. Padahal, insulin berperan penting dalam penyerapan glukosa. Itulah mengapa, penyakit diabetes menjadi salah satu akibat merokok yang perlu diwaspadai."
193,2019-04-22 07:00:00,twitter,"Hati-hati bong jangan suka makan-makanan manis, Jateng biasanya masakannya cenderung manis, khawatir+nya nanti kena penyakit diabetes."
194,2026-04-20 07:00:00,twitter,"Tinjauan Kebangsaan Kesihatan dan Morbiditi 2025 (NHMS 2025) Penyakit tidak berjangkit (NCD) meningkat ketara apabila 73% warga emas menghidap hipertensi, 76% kolesterol tinggi dan 39% diabetes. - KKM malaysiagazette"
195,2023-12-29 07:00:00,twitter,Penyakit Diabetes Mellitus kerap diidap oleh berbagai kalangan tanpa memandang usia maupun latar belakang sosial ekonomi. Faktor penyebab utamanya adalah perubahan gaya hidup yang berdampak pada kebiasaan dan pola makan.
196,2017-06-04 07:00:00,twitter,"HOT :di duga karena terlalu ""manis"" para personil cherrybelle mengidap penyakit diabetes"
197,2022-02-16 07:00:00,twitter,"Tinjauan Kebangsaan Kesihatan &amp;Morbiditi(NHMS) bagi tahun 2011, 2015&amp;2019 menunjukkan beban penyakit tidak berjangkit(NCD) bagi penyakit Diabetes menunjukkan tren peningkatan yg membimbangkan. JADI JANGAN BERLENGAH. LAKUKAN PEMERIKSAAN KESIHATAN HARI INI. @ Wellness Hub KKM"
198,2020-07-17 07:00:00,twitter,Fakta Omaswati Meninggal Dunia: Idap Penyakit Paru-Paru dan Diabetes hingga Ingin Bangun Masjid
199,2017-11-19 07:00:00,twitter,Awas madu beracun. 80% dari adu di pasaran Malaysia adalah tiruan yang membawa penggunanya ke penyakit diabetes. - laporan Berita Harian Ahad.
200,2023-02-22 21:59:16,youtube,Terima kasih semoga makin berkembang cenel ini
201,2018-08-05 13:54:06,youtube,saya law bnyak minum past bnyk kencing dok..
202,2023-06-22 22:01:27,youtube,"Malam dr sung, saya Ridwan seorang penderita Diabetes, Cholestrol dan Asam Urat. Apa makanan yang dapat saya makan dan makanan yang harus saya hindari?"
203,2021-08-12 16:34:11,youtube,Terimakasih Dokter 🙏
204,2022-10-03 20:03:14,youtube,"Dok, apa manfaat nasi aking untuk diabet"
205,2022-08-25 21:15:36,youtube,"Kaki saya sering nyeri , lemes , kebas, klo dingin sangat dingin sanpai terasa di tulang"
206,2018-07-28 11:39:14,youtube,"dok mohon jelaskan bikin videonya, sayur yang paling bagus di konsumsi lebih sering itu apa saja ?? katanya sayur2 yg memiliki getah itu tidak bagus &amp; ada jg yg bilang sayuran gunung seperti kol itu kurang baik coz bikin maag. trimah kasih dok"
207,2022-09-04 11:18:42,youtube,Dok saya mau tanya.kenapa saya setiap jam 9 sampai jam11 badan saya itu lemah dan sakit pinggang saya dok.saya tes gula darah bangun tidur 138 klau habis makan jarang saya tes.tolong penjelasannya dok
208,2024-03-21 02:26:27,youtube,Hey! i would love to see a DKA vs HHS video please! I am studying for my PCCN. i love watching your videos because i can actually understand the &quot;why&quot; behind things. thanks for all your time put into these videos!
209,2025-11-14 10:10:49,youtube,The GOAT. Thanks Ninja Nerd.
210,2019-03-15 11:50:33,youtube,Dr mo tanya klo ciri 2 diabet 1 &amp; 2 ketahuan bagimana terimakasih atas enjelasan nya
211,2023-01-03 14:24:04,youtube,Terimakasih banyak Dok..
212,2023-09-07 02:10:27,youtube,TIDAK BOLEH MINUM OBAT DIWAKTU SAKIT KARENA MINUM OBAT BIKIN PENYAKIT.
213,2024-11-24 08:19:59,youtube,Apakah berbahaya Dokter penyakit Diabetes Mellitus itu?
214,2024-04-21 14:59:46,youtube,"Please turn to whiteboard,this format is boring"
215,2018-01-04 12:24:41,youtube,"娜 娜 makasih atas infonya,<br>Mungkin entar sore, soale melaren tutup tahun baru"
216,2018-01-27 08:30:54,youtube,Bisa pak kalau pankreas udh normal
217,2023-11-22 16:48:55,youtube,"Dulu gaya hidup sy sehat, pas kovit semuanya berubah"
218,2019-03-11 21:43:44,youtube,We Kon yang di tanyakan jenis jenis bukan tahap terjadinya diabetes
219,2021-03-23 14:11:51,youtube,Tumben ga beritakn covid 😂😂
220,2019-03-15 14:42:20,youtube,"jika anda, teman atau saudara mengalami masalah diabetes dan ingin coba terapi stemcell skrg sdh ada nano teknologi stemcell baru dari jepang dari DNA placenta telur salmon 100% dr jepang terbukti kl mau tanya coba kontak saja ke WA 081284660701 semoga membantu kesembuhan dan memperbaiki organ pankreas krn saudara sy sdh bs sembuh dgn harga terjangkau resmi sdh ada BPOM dan HALAL"
221,2024-07-03 17:40:29,youtube,The board is so much better than this :/ Like this is more difficult to follow you
222,2023-01-18 14:36:48,youtube,Assalamualaikum...ijin dok mau bertanya gimna caranya mengatasi penurunan berat badan sy...dri 57 turun ke 49 kg...sy mengidap diabetes berjalan 1 thun ini...gula darah sy yg tertinggi smpai saat ini pernah 290...
223,2018-04-03 14:36:06,youtube,kata pak dokter yg di Malaysia ni kadar gula rendah tak payah cucuk cukup minum obat pagi same malam je
224,2020-08-14 19:50:27,youtube,Dok kadar gula darah yg normal itu berapa sih dok??? Makasih dok
225,2025-01-17 11:55:49,youtube,THANKKKKKKKKKKKKK YOUUU SO MUCH.<br><br>😇
226,2021-03-16 15:52:30,youtube,Maksudnya gimana pak
227,2024-05-02 19:57:57,youtube,Sir this method isn’t working like your previous method on white board sir please revert back to whiteboard plzzzzzzzzzz
228,2023-01-23 14:00:35,youtube,Trimakasih banyak Dokter atas penjelasannya..
229,2024-04-16 17:14:54,youtube,"Because the insuline resistance , the receptor cannot be acctivated properly and GLUT molecules cannot go into the membrane"
230,2021-03-23 14:35:28,youtube,"Saya usia 63 thn bb +- 76kg,sdh kira2 2bln badan gatal2 .&#39;apakah sy ada gejala diabetes?"
231,2024-04-30 22:25:48,youtube,Very helpful. Thank you
232,2024-07-07 23:07:23,youtube,"And, it seems counterintuitive to increase insulin during DKA to close anion gap, which could lead to low BS level, then pt needs sugar to compensate for increase in Insulin … T1D freaking sucks."
233,2025-04-12 23:38:34,youtube,Thank you! Super clear and covers all the important topics
234,2025-08-07 06:40:54,youtube,i love you bro
235,2024-03-20 04:52:58,youtube,This is an awesome video. Very helpful and understandable. I just want to say that I prefer the board videos where you explain more detailly. But you are the best ❤
236,2019-10-12 13:16:49,youtube,Makasih dok infonya👍
237,2023-03-14 12:14:55,youtube,Ibu kalau sda luka di kaki karena diabetes cara gimana supaya luka itu sembu
238,2019-11-12 00:14:10,youtube,"Alhamdulillah lewat perantara produk herbal dari china, penyakit diabetes ayah saya sembuh.<br><br>More info wa<br>085241422519"
239,2018-03-16 22:12:23,youtube,"Halo kak..<br>Saya tiwi, partner kerja Dokter Sung.. Saya bantu jawab ya..<br>Usahakan untuk tidak makan &amp; minum yg manis..<br>Biasanya dokter Sung memberikan resep Rawmeal ke pasien2 yg terkena diabetes..<br>Kl bisa makan sayur mentah. Itu memperbaiki gula darah dan apalagi kolestrol kaka"
240,2018-07-17 04:55:32,youtube,Miss YouTuber maaf numpang tanya kenapa ya tanganku sereng kesemutan ples bantu jawab
241,2018-12-10 18:38:25,youtube,"dok maaf mau tanya, kaki saya bagian telapak atas itu awalnya gatal, saya garuk2 trus luka, dia mengering tapi gk hilang2 dan wrnanya menghitam bekasnya kelihatan bgt, kdang dia sakit.. itu kira2 diabetes gk ya?? tapi cuma berbekas kaya koreng gtu, udh 3 bulan gk hilang2"
242,2019-04-10 23:33:24,youtube,"Terima kasih informasinya dok, sangat informatif"
243,2024-11-15 00:42:36,youtube,you look like a peanut from this view hehehehe
244,2025-03-29 00:30:08,youtube,Awesome <br>Thanks
245,2018-01-03 19:14:05,youtube,Makasih ya dok...penjelassanya...
246,2022-05-20 14:09:13,youtube,"<a href=""https://www.youtube.com/channel/UCZy9TN2hXbwOz1tzcMu4koA"">https://youtube.com/channel/UCZy9TN2hXbwOz1tzcMu4koA</a>, Mudah2an membantu dan menjadi inspirasi 🙏"
247,2020-02-15 14:37:58,youtube,klw kita sering minum otomatis kita sring kencing kan ??? <br>G mn dong klw gak minum juga gak baik kan .
248,2022-11-04 23:47:02,youtube,"semua makanan ada zat gulanya, baik yang alami ataupun tidak, kalau diabetes rutin minum kopi tanpa gula"
249,2022-08-13 12:19:45,youtube,inbok<br>insya allah
250,2024-06-08 16:13:49,youtube,life saver
251,2022-06-11 14:56:41,youtube,"Apa itu pangkreas dok, gula darah normal ku 200"
252,2024-05-17 02:12:22,youtube,Please do the white board.<br>Great lecture.
253,2023-08-22 23:36:09,youtube,sangat bermanfaat
254,2018-06-05 18:13:35,youtube,Makasih dok
255,2020-02-18 14:44:07,youtube,Minum air yg banyak bisa menurunkan diabetes
256,2020-05-06 06:00:35,youtube,"<a href=""https://tehdia-herbal-diabetes.business.site/?utm_source=gmb&amp;utm_medium=referral"">https://tehdia-herbal-diabetes.business.site/?utm_source=gmb&amp;utm_medium=referral</a> <br>TEHDIA merupakan ramuan eksklusif teh terbaik dan daun stevia yang mengandung senyawa stevosida. Steviosida merupakan bahan pemanis alami yang tidak berkalori dan dapat mengendalikan kadar gula darah (hipoglikemik). Mekanisme steviosida mengendalikan kadar gula darah adalah sebagai berikut: dalam tubuh steviosida akan mengalami hidrolisis di usus halus menjadi steviolbiosida yang dengan segera akan diubah menjadi steviol. Steviol ini yang akan meningkatkan aktivitas insulin di dalam tubuh sehingga kadar gula dalam darah akan menurun, sehingga stevia berpotensi untuk antidiabetes dan dapat mencegah penyakit Diabetes Melitus. <br> <br>Daun stevia memiliki rasa manis sekitar 200 hingga 300 kali gula biasa, namun memiliki <br>nol kalori, sehingga daun stevia dapat digunakan sebagai gula pengganti alami (natural sweetener) yang lebih sehat dan tidak menyebabkan kenaikan gula darah, bahkan membantu mengendalikan kadar gula darah. TEHDIA menjadi satu-satunya teh manis alami yang diseduh tanpa mengunakan penambahan gula, sangat baik dinikmati oleh siapapun tanpa takut diabetes. <br> <br>TEHDIA: Teh Manis Alami tanpa Takut Diabetes, merupakan minuman teh fungsional (nutrasetikal) yang mempunyai khasiat untuk membantu mengendalikan kadar gula darah, teh ini merupakan produk riset Fakultas Farmasi Unpad dan telah menerima sertifikasi dari LPPOM MUI sebagai produk halal. <br> <br>Assalamu’alaikum saya Tovik Saleh <br>Yang di Bandung dan Daerah di Indonesia yang mau jadi reseller atau untuk konsumsi sendiri <br>085721204494 (Chatt Wa Online di PC) <br>Terima Kasih <br>Wassalamu’alaikum Wr. Wb."
257,2025-06-19 01:59:53,youtube,I loved each minute of the lecture. Thank you for simplifying major concepts
258,2019-06-17 21:30:37,youtube,Termksh doctor information nya sbb suami saya gula darahnya tinggi
259,2024-04-30 21:27:24,youtube,"Please be appreciative for the time, effort and costs of a thoughtful and generous teaching presentation."
